Destination,State/Region,Category,Best Season to Visit,Popular Activities,Average Budget,Visitor Ratings,Number of Reviews,State,Rating,Budget_Level,Preferred_Activity,Season_Preference,User_Age_Group,Preferred_Travel_Type
Amritsar,,Luxury,,,,,,Maharashtra,4.162212489395793,High,Hiking,Any,18-25,Solo
Hyderabad,,Wildlife,,,,,,Karnataka,4.011966658314127,Low,Cultural Tour,Summer,18-25,Friends
Kedarnath,,Beach,,,,,,Jammu & Kashmir,3.797282670392768,High,Safari,Any,50+,Luxury
Jim Corbett,,Wildlife,,,,,,Madhya Pradesh,3.2392608790321407,Low,Temple Visit,Monsoon,50+,Luxury
Kedarnath,,Religious,,,,,,West Bengal,3.83341732769446,Medium,Hiking,Summer,18-25,Family
,,Historical,,,,,,Gujarat,3.145524752479254,High,Cultural Tour,Winter,36-50,Luxury
Ajanta Caves,,Luxury,,,,,,Rajasthan,3.1975381027975027,Low,Palace Tour,Winter,50+,Luxury
Rishikesh,,Beach,,,,,,Himachal Pradesh,3.831833065865432,High,Trekking,Monsoon,50+,Luxury
Mussoorie,,Luxury,,,,,,Uttar Pradesh,3.6107629639369274,High,Rafting,Summer,26-35,Luxury
Rann of Kutch,,Wildlife,,,,,,Madhya Pradesh,4.851088651724447,Low,Hiking,Monsoon,50+,Friends
Rishikesh,,Beach,,,,,,Rajasthan,3.751411610760541,Medium,Beach Activities,Winter,50+,Family
Bangalore,,Beach,,,,,,Gujarat,4.5157162441442,,Beach Activitie,Any,36-50,Friends
Goa,,Adventure,,,,,,Maharashtra,4.0604950527324855,High,Boating,Winter,50+,Solo
Darjeeling,,Adventure,,,,,,Punjab,4.408171337284671,Low,Palace Tour,Monsoon,36-50,Luxury
Kerala,,Historical,,,,,,Punjab,3.5202319660307984,High,Food Tour,Any,26-35,Solo
Ajanta Caves,,Adventure,,,,,,Rajasthan,4.883809945676658,Low,Shopping,Any,18-25,Friends
Mumbai,,Wildlife,,,,,,West Bengal,4.060176993828848,Medium,Temple Visit,Winter,26-35,Solo
Leh,,Hill Station,,,,,,Rajasthan,4.662648142570499,Medium,Safari,Any,36-50,Luxury
Shimla,,Religious,,,,,,Maharashtra,3.730091386952227,Medium,Photography,Summer,36-50,Solo
Goa,,Wildlife,,,,,,Rajasthan,3.200422698101049,Medium,Palace Tour,Winter,50+,Friends
Goa,,Luxury,,,,,,Uttar Pradesh,4.347423295441698,Low,Snowboarding,Winter,50+,Luxury
Jaisalmer,,Adventure,,,,,,Gujarat,3.015519296674849,Medium,Rafting,Summer,18-25,
Rishikesh,,Beach,,,,,,West Bengal,3.9505859531310166,Low,Trekking,Winter,36-50,Friends
Jaisalmer,,Wildlife,,,,,,Goa,3.3856038053329183,High,Boating,Monsoon,36-50,Luxury
Leh,,Beach,,,,,,Uttarakhand,4.254751008870724,High,Palace Tour,Monsoon,26-35,Family
Bangalore,,Historical,,,,,,Gujarat,4.958839746275705,High,Boating,Winter,18-25,Solo
Mount Abu,,Luxury,,,,,,Karnataka,3.9288058126412917,Medium,Rafting,Summer,26-35,Solo
Bangalore,,Beach,,,,,,Goa,4.634996513051333,Medium,Cultural Tour,Any,50+,Solo
Kedarnath,,Beach,,,,,,Tamil Nadu,4.0155683739022425,Medium,Boating,Summer,50+,Luxury
Agra,,Historical,,,,,,Rajasthan,3.991680062208048,High,Beach Activities,Monsoon,26-35,Solo
Udaipur,,Heritage,,,,,,Punjab,4.860846986357556,High,Food Tour,Winter,50+,Solo
Sikkim,,Hill Station,,,,,,Goa,,High,Cultural Tour,Summer,26-35,Family
Gwalior,,Religious,,,,,,Jammu & Kashmir,4.571600930375949,High,Palace Tour,Any,36-50,Family
Amritsar,,Religious,,,,,,Maharashtra,3.592511506633568,Low,Shopping,Any,36-50,Family
Darjeeling,,Adventure,,,,,,Goa,4.0900168314478815,Low,Trekking,Any,50+,Luxury
Kerala,,Heritage,,,,,,Himachal Pradesh,3.44779446661137,Medium,Beach Activities,Any,18-25,Friends
Jim Corbett,,Wildlife,,,,,,West Bengal,3.8878333960930798,Medium,Rafting,Summer,36-50,Solo
Mumbai,,Historical,,,,,,Gujarat,3.968426131519581,High,Cultural Tour,Any,50+,Solo
Leh,,Wildlife,,,,,,Maharashtra,4.663280080338662,Low,Beach Activities,Monsoon,18-25,Luxury
Rishikesh,,Religious,,,,,,Punjab,4.792056730649986,Low,Food Tour,Any,50+,Solo
Rishikesh,,Hill Station,,,,,,Tamil Nadu,3.829240124792956,Medium,Cultural Tour,Monsoon,26-35,Luxury
Coorg,,Beach,,,,,,Karnataka,3.035408890146474,Low,Temple Visit,Summer,50+,Luxury
Pune,,Luxury,,,,,,Goa,4.72354767957871,Medium,Temple Visit,Monsoon,26-35,Luxury
Ajanta Caves,,Adventure,,,,,,West Bengal,3.348557357002721,High,Cultural Tour,Summer,36-50,Friends
Leh,,Hill Statio,,,,,,Uttarakhand,4.243763927780787,High,Hiking,Any,36-50,Luxury
Haridwar,,Religious,,,,,,West Bengal,3.0499418008682624,Medium,Cultural Tour,Winter,50+,Friends
Coorg,,Heritage,,,,,,Madhya Pradesh,3.7990129505211288,High,Temple Visit,Monsoon,18-25,Friends
Jim Corbett,,Adventure,,,,,,West Bengal,4.9719206042307,High,Palace Tour,Monsoon,50+,Solo
Jaipur,,Historical,,,,,,Maharashtra,3.201387202207606,Low,Boating,Winter,50+,Family
Rishikesh,,Religious,,,,,,Uttarakhand,3.8473863039992846,Low,Shopping,Summer,36-50,Friends
Manali,,Wildlife,,,,,,West Bengal,3.6142999003799043,Low,Trekking,Summer,36-50,Friends
Udaipur,,Adventure,,,,,,Himachal Pradesh,4.810176246776528,Low,Beach Activities,Any,50+,Family
Hyderabad,,Historical,,,,,,Karnataka,4.7386802158147106,Low,Beach Activities,Monsoon,36-50,Friends
Jaisalmer,,Religious,,,,,,Goa,3.4753975206124577,Medium,Rafting,Summer,26-35,Family
Pune,,Wildlife,,,,,,Goa,3.1623755741008623,Medium,Trekking,Any,50+,Solo
Rishikesh,,Luxury,,,,,,Gujarat,4.254276788122235,Low,Safari,Summer,36-50,Luxury
Pune,,Wildlife,,,,,,Himachal Pradesh,3.6727374237674195,High,Temple Visit,Winter,50+,Family
Rishikesh,,Beach,,,,,,Goa,4.344168781212126,High,Photography,Winter,36-50,Luxury
Sikkim,,Historical,,,,,,West Bengal,3.0642395121356287,Medium,Photography,Winter,26-35,Family
Varanasi,,Historical,,,,,,Tamil Nadu,3.2667984703549786,Medium,Safari,Any,26-35,Luxury
Kolkata,,Heritage,,,,,,West Bengal,4.372744465545287,Medium,Shopping,Monsoon,50+,Solo
Rann of Kutch,,Historical,,,,,,Maharashtra,3.4247413106049955,High,Food Tour,Winter,26-35,Friends
Prayagraj,,Beach,,,,,,Jammu & Kashmir,4.715175351524803,Medium,Trekking,Winter,26-35,Solo
Shimla,,Religious,,,,,,Gujarat,3.1171817754202706,High,Snowboarding,Summer,36-50,Friends
Kerala,,Luxury,,,,,,Tamil Nadu,3.4309639655711495,Medium,Shopping,Winter,50+,Luxury
Kerala,,Hill Station,,,,,,Punjab,4.997120496970137,High,Rafting,Monsoon,36-50,Luxury
Manali,,Luxury,,,,,,Punjab,3.8661522051735853,Medium,Cultural Tour,Any,36-50,Friends
Delhi,,Luxury,,,,,,Tamil Nadu,4.405931327089287,Medium,Food Tour,Winter,18-25,Family
Varanasi,,Historical,,,,,,West Bengal,3.3653260977140276,High,Boating,Any,26-35,Solo
Mussoorie,,Luxury,,,,,,Madhya Pradesh,4.219737469971076,Medium,Snowboarding,Any,36-50,Family
Kerala,,Historical,,,,,,Madhya Pradesh,4.4522121367388365,Low,Trekking,Monsoon,36-50,Luxury
Mysore,,Beach,,,,,,Rajasthan,3.628953271733021,High,Trekking,Summer,36-50,Solo
Coorg,,Hill Station,,,,,,Jammu & Kashmir,4.657794223951756,Medium,Photography,Summer,26-35,Solo
Ooty,,Wildlife,,,,,,Himachal Pradesh,4.206835156944567,High,Safari,Any,26-35,Family
Goa,,Historical,,,,,,West Bengal,3.7782460192300604,Medium,Palace Tour,Winter,26-35,Friends
Delhi,,Religious,,,,,,Tamil Nadu,4.115284786686317,Low,Safari,Any,50+,Friends
Hyderabad,,Heritage,,,,,,Rajasthan,4.1535216948718485,Medium,Shopping,Summer,36-50,Solo
Ooty,,Hill Station,,,,,,West Bengal,3.331070585387732,Medium,Beach Activities,Winter,26-35,Friends
Jim Corbett,,Religious,,,,,,Rajasthan,3.8054647397339325,Low,Safari,Summer,36-50,Luxury
Gwalior,,Historical,,,,,,Tamil Nadu,3.6868611760389864,High,Palace Tour,Monsoon,50+,Family
Rishikesh,,Hill Station,,,,,,West Bengal,3.8018054451582524,Medium,Boating,Summer,18-25,Family
Hyderabad,,Historical,,,,,,Uttarakhand,4.522221176970516,Medium,Food Tou,Winter,50+,Family
Hyderabad,,Beach,,,,,,Goa,3.9650768149333455,Low,Hiking,Winter,26-35,Solo
Shimla,,Religious,,,,,,Tamil Nadu,4.880632306478528,High,Temple Visit,Any,26-35,Solo
Bangalore,,Beach,,,,,,Punjab,3.5873528267168724,High,Trekking,Winter,50+,Friends
Manali,,Adventure,,,,,,Punjab,3.831407156569858,Low,Shopping,Monsoon,36-50,Family
Kerala,,Religious,,,,,,Jammu & Kashmir,4.573913620958082,Low,Shopping,Summer,26-35,Luxury
Pune,,Hill Station,,,,,,Uttar Pradesh,4.092049186641501,Medium,Cultural Tour,Any,26-35,Luxury
Haridwar,,Adventure,,,,,,Punjab,4.0940562928488955,,Safari,Any,50+,Family
Mysore,,Beach,,,,,,Uttar Pradesh,3.106680326010367,Low,Snowboarding,Winter,36-50,Solo
Jim Corbett,,Beach,,,,,,Uttarakhand,3.7971993254369116,Low,Boatin,Monsoon,50+,Solo
Kedarnath,,Hill Station,,,,,,Tamil Nadu,3.541467464843465,High,Rafting,Any,50+,Solo
Bangalore,,Adventure,,,,,,Madhya Pradesh,4.998670245662231,Low,Trekking,Monsoon,36-50,Luxury
Darjeeling,,Luxury,,,,,,Madhya Pradesh,3.6167101412646208,Medium,Palace Tour,Monsoon,36-50,Family
Mount Abu,,Wildlife,,,,,,Rajasthan,4.768993069587727,Medium,Beach Activities,Summer,18-25,
Kedarnath,,Heritage,,,,,,Gujarat,4.3524674700809545,Medium,Palace Tour,Summer,50+,Family
Manali,,Hill Station,,,,,,Jammu & Kashmir,3.681832818384181,Low,Safari,Summer,36-50,Luxury
Mount Abu,,Beach,,,,,,Goa,4.0870687567482475,High,Food Tour,Monsoon,26-35,Luxury
Sikkim,,Religious,,,,,,Gujarat,4.681071759898387,Low,Beach Activities,Summer,18-25,Friends
Sikkim,,Adventure,,,,,,Himachal Pradesh,4.766736596061824,Low,Snowboarding,Any,50+,Luxury
Mumbai,,Historical,,,,,,Uttar Pradesh,3.3207877500122907,Medium,Palace Tour,Any,36-50,Family
Darjeeling,,Wildlife,,,,,,Goa,3.6791462824163395,Low,Shopping,Winter,18-25,Luxury
Ooty,,Heritage,,,,,,Jammu & Kashmir,3.6704463604271433,High,Snowboarding,Monsoon,18-25,Friends
Amritsar,,Religious,,,,,,Jammu & Kashmir,3.0840895921518894,Medium,Rafting,Summer,26-35,Friends
Mussoorie,,Adventure,,,,,,Punjab,4.196475519703793,,Snowboarding,Any,18-25,Family
Kedarnath,,Wildlife,,,,,,Goa,4.709640105984376,High,Trekking,Monsoon,50+,Friends
Pune,,Hill Station,,,,,,West Bengal,3.7631487756510356,High,Boating,Monsoon,36-50,Friends
Mount Abu,,Historical,,,,,,Maharashtra,4.480071889968354,Low,Beach Activities,Summer,18-25,Solo
Goa,,,,,,,,Jammu & Kashmir,4.25540082720148,Low,Trekking,Monsoon,18-25,Family
Delhi,,Hill Station,,,,,,Uttar Pradesh,3.7512974709860014,Low,Cultural Tour,Summer,50+,Friends
Kerala,,Historical,,,,,,Gujarat,3.282119598984594,Low,Palace Tour,Summer,26-35,Friends
Goa,,Historica,,,,,,Madhya Pradesh,4.418647705551935,Medium,Photography,Summer,26-35,Friends
Jim Corbett,,Luxury,,,,,,Himachal Pradesh,4.709130337882481,Low,Palace Tour,Monsoon,36-50,Family
Bangalore,,Adventure,,,,,,Himachal Pradesh,4.371708984802984,Medium,Cultural Tour,Monsoon,50+,Solo
Kedarnath,,Historical,,,,,,Karnataka,,High,Snowboarding,Summer,26-35,Luxury
Mussoorie,,Wildlife,,,,,,Gujarat,3.4324657887819825,Medium,Hiking,Monsoon,36-50,Solo
Ooty,,Historical,,,,,,Uttarakhand,3.138959969767064,Low,Trekking,Summer,36-50,Family
Ooty,,Heritage,,,,,,Uttarakhand,4.140772199152454,Medium,Photography,Winter,26-35,Family
Mumbai,,Wildlife,,,,,,Gujarat,4.512955357680825,Low,Beach Activities,Monsoon,50+,Family
Ajanta Caves,,Adventure,,,,,,Punjab,3.221158374137319,Low,Beach Activities,Monsoon,18-25,Luxury
Kolkata,,Religious,,,,,,West Bengal,4.676675641186771,Medium,Hiking,Winter,26-35,Family
Kerala,,Religious,,,,,,Punjab,4.111017956790967,Medium,Cultural Tour,Winter,18-25,Solo
Ajanta Caves,,Wildlife,,,,,,Himachal Pradesh,4.37993802428345,High,Palace Tour,Winter,18-25,Friends
Bangalore,,Wildlife,,,,,,Rajasthan,4.942803697217292,High,Cultural Tour,Summer,50+,Friends
Haridwar,,Hill Station,,,,,,Himachal Pradesh,3.1673619764953944,High,Hiking,Summer,50+,Family
Rishikesh,,Adventure,,,,,,Madhya Pradesh,4.802448045955579,High,Photography,Any,36-50,Family
Prayagraj,,Hill Station,,,,,,Jammu & Kashmir,3.252205391974819,High,Rafting,Winter,50+,Luxury
Kerala,,Heritage,,,,,,Goa,3.7859176132733645,Medium,Rafting,Any,36-50,Friends
Mumbai,,Luxury,,,,,,Goa,4.702877392662229,High,Rafting,Summer,26-35,Luxury
Shimla,,Religious,,,,,,Jammu & Kashmir,4.812508473475736,Medium,Temple Visit,Monsoon,18-25,Luxury
Leh,,Historical,,,,,,Jammu & Kashmir,4.012743347090291,High,Boating,Winter,50+,Luxury
Goa,,Historical,,,,,,Himachal Pradesh,4.18820927655085,Low,Photography,Monsoon,26-35,Luxury
Ooty,,Beach,,,,,,Goa,4.416294669197114,High,Food Tour,Summer,36-50,Solo
Ooty,,Beach,,,,,,Goa,4.665517336905428,Low,Shopping,Winter,50+,Family
Prayagraj,,Adventure,,,,,,Tamil Nadu,3.243022339075332,Medium,Safari,Any,,Family
Jaipur,,Historical,,,,,,Karnataka,4.620138616458455,High,Shopping,Any,26-35,Luxury
Leh,,Adventure,,,,,,Madhya Pradesh,3.9625523010232335,Medium,Temple Visit,Summer,50+,Luxury
Kerala,,Beach,,,,,,Madhya Pradesh,3.9012468502163378,High,Beach Activities,Monsoon,50+,Solo
Hyderabad,,Adventure,,,,,,Goa,3.8477995039939965,Medium,Snowboarding,Summer,26-35,Luxury
Varanasi,,Religious,,,,,,Jammu & Kashmir,4.018423170492085,High,Palace Tour,Monsoon,36-50,Solo
Jim Corbett,,Heritage,,,,,,Uttarakhand,4.890101106789207,High,Photography,Summer,36-50,Solo
Leh,,Heritage,,,,,,West Bengal,4.096407545584303,Low,Photography,Any,50+,Luxury
Kolkata,,Historical,,,,,,Rajasthan,4.906355076526278,Medium,Snowboarding,Monsoon,36-50,Family
Amritsar,,Hill Station,,,,,,Gujarat,3.360580261231281,Medium,Cultural Tour,Summer,36-50,Solo
Shimla,,Religious,,,,,,Jammu & Kashmir,4.448271957665266,Medium,Hiking,Winter,26-35,Family
Kolkata,,Luxury,,,,,,Karnataka,4.624479077217495,Medium,Palace Tour,Any,36-50,Family
Bangalore,,Adventure,,,,,,Goa,4.358257662669724,Medium,Safari,Any,36-50,Solo
Andaman,,Adventure,,,,,,Uttar Pradesh,4.213844560453081,Low,Safari,Winter,26-35,Friends
Chennai,,Historical,,,,,,Madhya Pradesh,4.1296255621723645,High,Trekking,Summer,50+,Solo
Prayagraj,,Luxury,,,,,,Himachal Pradesh,4.721860965157392,Low,Snowboarding,Monsoon,50+,Friends
Goa,,Hill Station,,,,,,Himachal Pradesh,4.643293194329,Medium,Hiking,Any,26-35,Solo
Mount Abu,,Hill Station,,,,,,Madhya Pradesh,3.244577442361199,Medium,Food Tour,Summer,18-25,Solo
Coorg,,Adventure,,,,,,West Bengal,4.697175314061756,High,Safari,Winter,26-35,Family
Agra,,Adventure,,,,,,Jammu & Kashmir,3.8281372388808848,Low,Boating,Monsoon,18-25,Family
Ooty,,Luxury,,,,,,West Bengal,3.507393659991622,High,Trekking,Summer,36-50,Luxury
Goa,,Historical,,,,,,Uttarakhand,4.7395371360278515,High,Food Tour,Summer,50+,Family
,,Religious,,,,,,Maharashtra,3.8640495992674833,Low,Palace Tour,Any,18-25,Family
Amritsar,,Luxury,,,,,,Punjab,4.616729380353633,High,Snowboarding,Any,18-25,Family
Mount Abu,,Hill Station,,,,,,Madhya Pradesh,3.526807223911689,Low,Snowboarding,Monsoon,36-50,Family
Agra,,Luxury,,,,,,Uttar Pradesh,3.0078586428444356,Low,Hiking,Summer,50+,Luxury
Haridwar,,Luxury,,,,,,Punjab,3.9909183858058888,Medium,Food Tour,Winter,36-50,Family
Ooty,,Luxury,,,,,,Madhya Pradesh,3.2004565132857685,High,Food Tour,Winter,50+,Friends
Kolkata,,Religious,,,,,,Maharashtra,4.508751911049819,Medium,Safar,Monsoon,50+,Friends
Kerala,,Wildlife,,,,,,Uttar Pradesh,3.552150272138821,High,Palace Tour,Summer,36-50,Luxury
Ajanta Caves,,Adventure,,,,,,Punjab,3.8872912932069577,High,Hiking,Any,18-25,Family
Jaisalmer,,Beach,,,,,,Uttar Pradesh,3.1740671301831087,Medium,Photography,Summer,26-35,Friends
Shimla,,Historical,,,,,,West Bengal,3.5733184968945055,Medium,Photography,Any,50+,Solo
Kerala,,Luxury,,,,,,Rajasthan,4.562980486517144,Medium,Hiking,Winter,,Friends
Mount Abu,,Historical,,,,,,Tamil Nadu,3.303175823804639,Low,Trekking,Monsoon,26-35,Family
Manali,,Beach,,,,,,Uttar Pradesh,4.294319122253915,High,Boating,Monsoon,26-35,Friends
Chennai,,Wildlife,,,,,,Maharashtra,4.834851705609003,Low,Photography,Monsoon,36-50,Solo
Udaipur,,Adventure,,,,,,West Bengal,4.35967351951544,High,Beach Activities,Any,50+,Friends
Varanasi,,Hill Station,,,,,,Tamil Nadu,4.622043378584454,High,Hiking,Winter,36-50,Family
Hyderabad,,Beach,,,,,,West Bengal,3.2179432586078316,Low,Beach Activities,Winter,26-35,Solo
Kerala,,Historical,,,,,,Uttarakhand,3.5014636520041087,Low,Temple Visit,Monsoon,36-50,Luxury
Ajanta Caves,,Historical,,,,,,Goa,4.789077704481182,High,Boating,Monsoon,50+,Solo
Mussoorie,,Historical,,,,,,Madhya Pradesh,4.430211227236178,Medium,Palace Tour,Any,18-25,Friends
Manali,,Hill Station,,,,,,Himachal Pradesh,4.279107652754623,Medium,Photography,Any,18-25,Luxury
Rishikesh,,Beach,,,,,,Uttarakhand,4.3275334722434,Medium,Palace Tour,Summer,50+,Solo
Mumbai,,Historical,,,,,,Maharashtra,3.828401108609287,Medium,Trekking,Any,36-50,Solo
Kolkata,,Hill Station,,,,,,Jammu & Kashmir,3.0891132632353067,High,Snowboarding,Summer,26-35,Solo
Mumbai,,Luxury,,,,,,Gujarat,4.568883084141458,Medium,Temple Visit,Monsoon,26-35,Family
Andaman,,Historical,,,,,,Jammu & Kashmir,4.357426472430708,Medium,Shopping,Winter,18-25,Luxury
Varanasi,,Beach,,,,,,Himachal Pradesh,3.9456089282254494,Medium,Trekking,Any,36-50,Luxury
Sikkim,,Hill Station,,,,,,West Bengal,4.799519230736514,High,Shopping,Winter,26-35,Solo
Darjeeling,,Wildlife,,,,,,Rajasthan,3.6723193299701977,Low,Temple Visit,Any,26-35,Luxury
Mysore,,Religious,,,,,,Gujarat,3.5886434884624716,Medium,Shopping,Any,50+,Friends
Udaipur,,Hill Station,,,,,,Maharashtra,4.745592650158885,High,Snowboarding,Summer,36-50,Friends
Mussoorie,,Religious,,,,,,Himachal Pradesh,4.593975309517971,High,Cultural Tour,Any,36-50,Solo
Haridwar,,Religious,,,,,,Karnataka,4.0299596212966895,Medium,Temple Visit,Monsoon,26-35,Friends
Mussoorie,,Adventure,,,,,,Tamil Nadu,3.2614694789157,Low,Trekking,Winter,36-50,Solo
Mysore,,Luxury,,,,,,Tamil Nadu,3.4301429429301047,Low,Hiking,Any,36-50,Friends
Kerala,,Wildlife,,,,,,Jammu & Kashmir,4.312455980817614,Low,Cultural Tour,Winter,36-50,Solo
Varanasi,,Religious,,,,,,Goa,3.770082475680823,High,Food Tour,Winter,50+,Solo
Darjeeling,,Heritage,,,,,,Gujarat,4.672946383331943,Medium,Hiking,Winter,26-35,Luxury
Chennai,,Luxury,,,,,,Karnataka,4.899910018664408,Medium,Boating,Any,18-25,Luxury
Andaman,,Religious,,,,,,West Bengal,4.6112738505498365,High,Safari,Summer,36-50,Solo
Rishikesh,,Hill Station,,,,,,Jammu & Kashmir,,Medium,Trekking,Winter,26-35,Luxury
Mount Abu,,Religious,,,,,,Rajasthan,4.577372858462848,Medium,Food Tour,Winter,18-25,Luxury
Rishikesh,,Hill Station,,,,,,Gujarat,3.702883346941367,Low,Beach Activities,Any,,Family
Varanasi,,Historical,,,,,,Madhya Pradesh,3.334200175531268,Medium,Beach Activities,Any,26-35,Friends
Varanasi,,Hill Station,,,,,,Madhya Pradesh,3.066786409731715,Medium,Palace Tour,Monsoon,50+,Luxury
Kolkata,,Heritage,,,,,,Himachal Pradesh,3.77143342552204,High,Trekking,Monsoon,26-35,Solo
Rann of Kutch,,Religious,,,,,,Uttar Pradesh,4.807118607394564,High,Rafting,Summer,50+,Family
Pune,,Religious,,,,,,Rajasthan,3.477973175511353,Low,Safari,Summer,26-35,Family
Coorg,,Beach,,,,,,Madhya Pradesh,3.413026329859568,High,Rafting,Summer,50+,Luxury
Rann of Kutch,,Luxury,,,,,,Gujarat,4.939641570482081,Low,Boating,Summer,18-25,Solo
Ajanta Caves,,Beach,,,,,,Uttar Pradesh,3.050008225701184,Low,Shopping,Winter,26-35,Solo
Mussoorie,,Adventure,,,,,,West Bengal,4.571564300787509,Medium,Palace Tour,Any,18-25,Solo
Agra,,Hill Station,,,,,,Himachal Pradesh,3.6427399114817405,Low,Photography,Monsoon,36-50,Solo
Kedarnath,,Heritage,,,,,,Karnataka,3.0749759137393187,Medium,Safari,Winter,18-25,Solo
Coorg,,Beach,,,,,,Tamil Nadu,4.8356050804191675,Low,Cultural Tour,Any,26-35,Friends
Bangalore,,Religious,,,,,,Karnataka,3.279284660419167,High,Temple Visit,Any,18-25,Solo
Varanasi,,Adventure,,,,,,Karnataka,4.10355856745139,High,Safari,Winter,26-35,Solo
Chennai,,Heritage,,,,,,Karnataka,3.5481084148590956,High,Snowboarding,Winter,50+,Friends
Mumbai,,Wildlife,,,,,,Tamil Nadu,3.130385604369382,Low,Cultural Tou,Monsoon,36-50,Luxury
Chennai,,Religious,,,,,,Madhya Pradesh,3.099844971326758,Low,Temple Visit,Summer,18-25,Family
Mussoorie,,Religious,,,,,,Uttarakhand,3.2311133976726776,Medium,Hiking,Summer,36-50,Friends
Mumbai,,Historical,,,,,,Madhya Pradesh,3.14273402777876,Medium,Boating,Monsoon,18-25,Family
Mount Abu,,Wildlife,,,,,,Tamil Nadu,4.521116231039846,Medium,Beach Activities,Monsoon,26-35,Family
Mumbai,,Hill Station,,,,,,Maharashtra,3.971132404566858,Medium,Temple Visit,Summer,18-25,Friends
Ajanta Caves,,Hill Station,,,,,,Uttarakhand,3.6857841826979594,Low,Snowboarding,Winter,36-50,Solo
Hyderabad,,Beach,,,,,,Uttarakhand,3.8367378202640143,Low,Palace Tour,Summer,18-25,Family
Goa,,Beach,,,,,,Gujarat,4.857893471145246,Medium,Hiking,Any,36-50,Solo
Rann of Kutch,,Religious,,,,,,Tamil Nadu,4.821503625476295,Low,Temple Visit,Any,36-50,Luxury
Varanasi,,Luxury,,,,,,Jammu & Kashmir,4.431352960245154,Low,Shopping,Monsoon,26-35,Friends
Rishikesh,,Religious,,,,,,Goa,4.769364754843376,Low,Safari,Summer,50+,Family
Kolkata,,Beach,,,,,,Goa,3.6392960551752496,Low,Safari,Summer,50+,Solo
Bangalore,,Wildlife,,,,,,Gujarat,3.762218652016566,Medium,Palace Tour,Any,18-25,Family
Agra,,Beach,,,,,,Maharashtra,4.227424363708456,Medium,Hiking,Summer,36-50,Luxury
Agra,,Religious,,,,,,Punjab,4.247251894594529,Low,Safari,Monsoon,26-35,Luxury
Ooty,,Heritage,,,,,,Jammu & Kashmir,3.963399676024682,High,Shopping,Monsoon,50+,Family
Coorg,,Religious,,,,,,Punjab,3.8013156968759065,Medium,Boating,Any,26-35,Friends
Leh,,Heritage,,,,,,Uttar Pradesh,4.972360623217391,Medium,Snowboarding,Summer,26-35,Luxury
Manali,,Heritage,,,,,,Karnataka,4.642247252235449,High,Trekking,Summer,36-50,Solo
Coorg,,Religious,,,,,,Jammu & Kashmir,3.8699603957760904,Medium,Trekking,Any,18-25,Luxury
Coorg,,Luxury,,,,,,Gujarat,4.454584954479137,High,Beach Activities,Winter,36-50,Solo
Rann of Kutch,,Luxury,,,,,,Himachal Pradesh,3.5391233865049188,High,Food Tour,Winter,50+,Family
Udaipur,,Adventure,,,,,,Punjab,3.2003386524746595,Low,Photography,Summer,50+,Solo
Jaisalmer,,Beach,,,,,,Maharashtra,3.704862051105481,Medium,Boating,Monsoon,26-35,Family
Mount Abu,,Luxury,,,,,,Maharashtra,3.8059456002467886,High,Photography,Winter,36-50,Luxury
Ooty,,Hill Station,,,,,,Jammu & Kashmir,3.0330742491213414,Low,Food Tour,Summer,36-50,Friends
Mount Abu,,Religious,,,,,,Uttarakhand,4.629584003271792,Medium,Trekking,Winter,26-35,Luxury
Pune,,Heritage,,,,,,Himachal Pradesh,3.718386804778363,Low,Temple Visit,Any,18-25,Luxury
Coorg,,Religious,,,,,,West Bengal,4.160836331560294,Low,Hiking,Winter,26-35,Luxury
Leh,,Beach,,,,,,Himachal Pradesh,3.147926374541912,High,Temple Visit,Winter,26-35,Luxury
Darjeeling,,Wildlife,,,,,,Gujarat,3.3499936575011677,Medium,Temple Visit,Any,50+,Friends
Hyderabad,,Luxury,,,,,,Maharashtra,4.77938745065512,Low,Safari,Monsoon,36-50,Luxury
Darjeeling,,Luxury,,,,,,Uttar Pradesh,4.217375055765602,High,Photography,Summer,50+,Solo
Mount Abu,,Luxury,,,,,,Madhya Pradesh,4.900568100340971,High,Safar,Monsoon,26-35,Friends
Leh,,Heritage,,,,,,Karnataka,4.997500068782633,Low,Rafting,Monsoon,36-50,Friends
Varanasi,,Hill Station,,,,,,Punjab,3.743720230666189,Low,Temple Visit,Winter,26-35,Solo
Gwalior,,Historical,,,,,,Punjab,3.5976061281665492,High,Temple Visit,Summer,26-35,Family
